1	2.84	2.81	0.03	0.02	AB
2	2.87	2.79	0.03	0.02	BA
3	2.85	2.84	0.03	0.02	AB
4	2.87	2.79	0.03	0.02	BA
5	2.88	2.79	0.03	0.02	AB
