8.32	8.24	7.79	7.65	8.23	8.04	7.63	7.62	3.57	3.36
8.29	8.34	7.81	7.80	8.19	8.21	7.66	7.58	3.67	3.44
8.29	8.23	7.75	7.80	8.13	8.24	7.69	7.73	3.81	3.51
8.45	8.48	8.07	7.65	8.33	8.55	7.94	7.87	3.83	3.45
8.32	8.61	8.28	7.85	8.23	8.44	8.12	7.74	3.61	3.43
