11.58	31.90	11.64	11.67	2.21
11.62	31.74	11.63	11.75	2.21
11.70	31.79	11.73	11.60	2.21
11.75	31.91	11.60	11.80	2.21
11.63	31.60	12.07	11.79	2.21
