backtrace96	9600000	4.40	4.44	0.02	0.03	4.0
backtrace96	9600000	4.38	4.43	0.02	0.03	4.0
backtrace96	9600000	4.36	4.38	0.02	0.03	4.0
backtrace96	9600000	4.40	4.42	0.02	0.03	4.0
backtrace96	9600000	4.38	4.44	0.02	0.03	4.0
objmap12	12000000	1.40	1.51	0.02	0.02	4.0
objmap12	12000000	1.41	1.43	0.02	0.02	4.0
objmap12	12000000	1.42	1.44	0.02	0.02	4.0
objmap12	12000000	1.42	1.43	0.02	0.02	4.0
objmap12	12000000	1.41	1.43	0.02	0.02	4.0
