mc2	20000000	1	3.45	3.05	0.02	0.02	AB
mc2	20000000	2	3.40	3.08	0.02	0.02	BA
mc2	20000000	3	3.41	3.05	0.02	0.02	AB
mc2	20000000	4	3.41	3.06	0.02	0.02	BA
mc2	20000000	5	3.39	3.06	0.02	0.02	AB
missload	10000000	1	2.81	2.89	0.02	0.03	AB
missload	10000000	2	2.80	2.88	0.02	0.03	BA
missload	10000000	3	2.85	2.90	0.02	0.03	AB
missload	10000000	4	2.82	2.86	0.02	0.03	BA
missload	10000000	5	2.80	2.87	0.02	0.03	AB
arrload	10000000	1	2.95	3.04	0.02	0.02	AB
arrload	10000000	2	2.96	3.04	0.02	0.02	BA
arrload	10000000	3	2.96	3.02	0.02	0.02	AB
arrload	10000000	4	2.93	3.04	0.02	0.02	BA
arrload	10000000	5	2.94	3.02	0.02	0.02	AB
strmap	10000000	1	1.04	1.07	0.03	0.02	AB
strmap	10000000	2	1.04	1.03	0.03	0.02	BA
strmap	10000000	3	1.03	1.03	0.03	0.02	AB
strmap	10000000	4	1.04	1.07	0.03	0.02	BA
strmap	10000000	5	1.04	1.04	0.03	0.02	AB
arrfilter	10000000	1	1.80	1.83	0.02	0.02	AB
arrfilter	10000000	2	1.79	1.82	0.02	0.02	BA
arrfilter	10000000	3	1.81	1.83	0.02	0.02	AB
arrfilter	10000000	4	1.80	1.81	0.02	0.02	BA
arrfilter	10000000	5	1.80	1.82	0.02	0.02	AB
arrmap	10000000	1	1.16	1.17	0.02	0.02	AB
arrmap	10000000	2	1.16	1.16	0.02	0.02	BA
arrmap	10000000	3	1.17	1.17	0.02	0.02	AB
arrmap	10000000	4	1.18	1.17	0.02	0.02	BA
arrmap	10000000	5	1.16	1.17	0.02	0.02	AB
refl	10000000	1	3.67	3.49	0.02	0.02	AB
refl	10000000	2	3.55	3.41	0.02	0.02	BA
refl	10000000	3	3.55	3.45	0.02	0.02	AB
refl	10000000	4	3.63	3.44	0.02	0.02	BA
refl	10000000	5	3.57	3.43	0.02	0.02	AB
hostargs	10000000	1	1.99	2.02	0.02	0.02	AB
hostargs	10000000	2	1.99	2.00	0.02	0.02	BA
hostargs	10000000	3	1.98	2.00	0.02	0.02	AB
hostargs	10000000	4	1.99	2.01	0.02	0.02	BA
hostargs	10000000	5	1.98	2.00	0.02	0.02	AB
backtrace	2400000	1	1.11	1.11	0.03	0.02	AB
backtrace	2400000	2	1.12	1.12	0.03	0.02	BA
backtrace	2400000	3	1.12	1.10	0.03	0.02	AB
backtrace	2400000	4	1.11	1.12	0.03	0.02	BA
