mc3	20000000	1	4.03	3.62	0.00	0.00	AB
mc3	20000000	2	4.05	3.64	0.00	0.00	BA
mc3	20000000	3	4.04	3.66	0.00	0.00	AB
mc2	20000000	1	3.16	3.06	0.02	0.02	AB
mc2	20000000	2	3.11	3.09	0.02	0.02	BA
mc2	20000000	3	3.18	3.06	0.02	0.02	AB
missload	10000000	1	2.83	2.83	0.02	0.02	AB
missload	10000000	2	2.82	2.84	0.02	0.02	BA
missload	10000000	3	2.81	2.83	0.02	0.02	AB
arrload	10000000	1	2.97	2.98	0.03	0.02	AB
arrload	10000000	2	2.98	2.98	0.03	0.02	BA
arrload	10000000	3	2.98	3.01	0.03	0.02	AB
strmap	10000000	1	1.03	1.02	0.02	0.02	AB
strmap	10000000	2	1.03	1.03	0.02	0.02	BA
strmap	10000000	3	1.04	1.01	0.02	0.02	AB
arrfilter	10000000	1	1.83	1.81	0.02	0.02	AB
arrfilter	10000000	2	1.83	1.83	0.02	0.02	BA
arrfilter	10000000	3	1.83	1.82	0.02	0.02	AB
arrmap	10000000	1	1.16	1.16	0.02	0.02	AB
arrmap	10000000	2	1.17	1.16	0.02	0.02	BA
arrmap	10000000	3	1.18	1.17	0.02	0.02	AB
refl	10000000	1	3.53	3.59	0.02	0.02	AB
refl	10000000	2	3.56	3.50	0.02	0.02	BA
refl	10000000	3	3.54	3.56	0.02	0.02	AB
hostargs	10000000	1	2.00	2.00	0.03	0.03	AB
hostargs	10000000	2	2.01	2.02	0.03	0.03	BA
hostargs	10000000	3	2.00	2.00	0.03	0.03	AB
backtrace	2400000	1	1.12	1.12	0.02	0.02	AB
backtrace	2400000	2	1.12	1.11	0.02	0.02	BA
backtrace	2400000	3	1.13	1.13	0.02	0.02	AB
objdropdef	3000000	1	3.08	3.09	0.02	0.02	AB
objdropdef	3000000	2	3.10	3.08	0.02	0.02	BA
objdropdef	3000000	3	3.07	3.06	0.02	0.02	AB
objchurn	3000000	1	3.55	3.55	0.02	0.02	AB
objchurn	3000000	2	3.54	3.58	0.02	0.02	BA
objchurn	3000000	3	3.54	3.54	0.02	0.02	AB
objdatains	3000000	1	2.89	2.91	0.02	0.02	AB
objdatains	3000000	2	2.88	2.91	0.02	0.02	BA
objdatains	3000000	3	2.90	2.89	0.02	0.02	AB
objalloc	3000000	1	2.42	2.42	0.02	0.02	AB
objalloc	3000000	2	2.41	2.44	0.02	0.02	BA
objalloc	3000000	3	2.41	2.42	0.02	0.02	AB
objallocni	3000000	1	2.21	2.21	0.03	0.02	AB
objallocni	3000000	2	2.22	2.20	0.03	0.02	BA
objallocni	3000000	3	2.22	2.23	0.03	0.02	AB
objmap	3000000	1	0.37	0.37	0.02	0.02	AB
objmap	3000000	2	0.37	0.38	0.02	0.02	BA
objmap	3000000	3	0.38	0.37	0.02	0.02	AB
arith	150000000	1	7.04	7.06	0.03	0.03	AB
arith	150000000	2	7.12	7.06	0.03	0.03	BA
arith	150000000	3	7.04	7.03	0.03	0.03	AB
prop	90000000	1	7.17	6.93	0.02	0.02	AB
prop	90000000	2	7.15	6.91	0.02	0.02	BA
prop	90000000	3	7.16	7.00	0.02	0.02	AB
calls	60000000	1	6.47	6.42	0.02	0.02	AB
calls	60000000	2	6.54	6.44	0.02	0.02	BA
calls	60000000	3	6.46	6.40	0.02	0.02	AB
str	28000000	1	4.38	4.39	0.02	0.02	AB
str	28000000	2	4.41	4.39	0.02	0.02	BA
str	28000000	3	4.39	4.39	0.02	0.02	AB
arr	30000000	1	4.47	4.52	0.02	0.03	AB
arr	30000000	2	4.48	4.50	0.02	0.03	BA
arr	30000000	3	4.49	4.50	0.02	0.03	AB
re	12000000	1	5.50	5.75	0.02	0.02	AB
re	12000000	2	5.48	5.52	0.02	0.02	BA
re	12000000	3	5.48	5.50	0.02	0.02	AB
